GPA,Semester_GPA,CGPA,Stress_Index,Attendance_Rate,Study_Hours_per_Day,Assignment_Delay_Days,Part_Time_Job,Dropout
1.2,0.89,0.89,5.2,73.7,4.65,3,0,1
0.07,0.0,0.0,7.9,70.6,3.39,0,0,1
0.07,0.0,0.1,5.4,89.3,4.06,1,1,1
0.03,0.0,0.0,6.0,87.4,4.98,1,1,1
2.1,1.71,1.71,6.0,73.8,5.38,4,0,1
2.41,2.11,2.13,5.5,83.6,3.16,3,0,1
0.0,0.0,0.0,9.6,82.9,4.6,2,1,1
2.06,2.25,2.22,5.3,78.2,2.14,0,1,1
3.02,3.03,3.02,6.6,81.7,4.2,1,0,0
2.3,2.5,2.55,7.3,98.3,3.71,1,0,1
2.78,2.94,3.04,5.6,82.2,4.13,2,1,0
2.03,2.55,2.43,3.9,75.6,1.05,2,1,0
2.17,2.0,2.0,5.4,85.4,4.24,4,0,1
1.4,1.35,1.37,7.0,75.7,4.5,1,0,1
2.55,2.03,2.08,6.4,80.7,3.69,2,1,1
1.65,2.17,2.13,5.8,80.3,3.16,1,0,1
0.87,0.45,0.42,7.7,79.5,3.44,0,0,0
2.61,2.34,2.4,4.8,83.0,4.8,2,1,0
0.42,0.39,0.43,5.8,86.1,4.32,3,1,1
2.39,2.2,2.23,5.0,65.4,5.61,1,1,1
2.54,2.61,2.67,7.2,84.3,3.54,4,0,1
2.52,2.47,2.47,6.1,86.6,2.9,3,1,0
2.82,2.65,2.65,6.6,80.2,4.31,0,0,0
1.83,1.32,1.31,7.0,78.4,3.45,2,1,1
2.03,1.71,1.72,7.5,82.3,3.75,4,1,1
2.6,2.34,2.33,4.4,76.0,3.29,3,1,0
1.88,2.2,2.2,6.8,78.3,5.71,3,1,1
2.6,3.05,3.07,6.2,82.9,3.57,2,0,0
2.4,2.62,2.54,6.5,84.6,3.0,1,0,1
0.0,0.29,0.34,7.9,71.2,3.19,1,1,1
3.69,3.71,3.64,1.8,75.7,4.66,3,1,0
1.59,1.69,1.67,4.1,75.0,5.6,2,1,0
3.26,2.97,3.02,1.7,82.7,5.43,1,1,0
1.57,1.26,1.24,7.6,75.8,6.15,5,1,1
0.82,0.98,0.9,6.5,85.7,3.15,0,0,1
3.19,3.02,3.03,3.1,76.7,3.49,2,1,0
3.92,3.85,3.97,1.1,89.5,4.99,0,0,0
1.5,1.12,1.12,3.3,88.6,4.06,1,0,1
1.41,1.29,1.25,6.0,71.8,4.35,5,1,1
0.0,0.02,0.07,3.2,89.7,3.33,1,1,1
0.0,0.34,0.44,5.9,82.6,2.04,1,1,1
2.86,3.15,3.19,6.3,91.5,3.61,0,0,1
1.89,2.22,2.23,5.4,76.0,3.67,0,0,1
3.17,2.68,2.62,10.0,75.9,2.92,2,0,1
1.61,0.85,0.82,7.2,77.3,6.12,2,1,0
1.5,1.47,1.47,4.9,78.4,3.73,0,1,0
3.57,3.49,3.49,3.3,92.3,7.1,2,1,0
3.82,4.0,4.0,7.9,93.3,4.64,2,0,0
3.62,3.71,3.73,3.5,71.4,2.62,1,0,0
1.53,1.48,1.58,6.9,82.9,5.03,3,0,1
1.95,1.92,1.87,7.4,89.6,0.99,2,1,0
3.57,3.7,3.69,6.1,90.4,5.43,0,0,1
2.2,2.84,2.84,4.9,81.7,5.38,3,0,0
0.65,0.41,0.38,7.2,86.9,2.63,3,1,1
2.2,2.41,2.39,5.1,100.0,2.49,2,0,0
1.61,1.74,1.74,3.4,90.9,2.88,1,0,0
1.74,1.87,1.85,7.3,80.2,4.34,1,0,0
2.41,1.51,1.54,6.0,84.9,3.97,2,0,0
1.67,1.31,1.31,7.5,74.3,7.06,3,0,0
2.72,2.54,2.54,4.0,74.6,2.5,3,0,1
3.39,3.15,3.15,2.5,75.3,2.67,3,0,0
1.24,1.22,1.11,5.7,68.2,3.82,1,0,1
4.0,4.0,4.0,3.1,73.7,6.06,1,1,0
2.87,2.75,2.71,4.5,65.1,4.09,4,1,1
1.68,1.61,1.66,6.5,71.9,2.01,2,1,1
3.42,3.55,3.5,7.5,76.5,3.94,1,0,0
2.02,1.48,1.47,3.7,73.8,5.18,2,1,1
2.1,2.07,2.17,6.5,70.7,5.14,1,0,1
2.7,3.09,3.09,3.8,82.0,5.46,1,0,0
4.0,4.0,3.97,6.8,82.3,4.79,3,0,0
3.07,3.01,2.97,7.5,94.1,4.54,1,0,1
1.15,0.76,0.79,6.3,86.7,5.16,2,0,1
0.97,0.63,0.63,3.1,91.0,3.17,1,0,1
1.37,1.11,1.12,3.8,79.4,3.2,4,0,1
2.97,3.56,3.55,6.0,86.6,3.15,5,0,0
1.43,1.35,1.35,5.9,78.1,4.79,2,0,0
1.16,0.92,0.83,6.4,80.1,3.8,2,0,0
1.73,1.85,1.86,5.7,73.9,5.3,0,0,1
0.75,0.66,0.66,4.6,90.0,3.67,2,0,1
0.84,1.01,1.01,5.4,83.7,1.87,1,0,1
1.6,1.86,1.84,6.7,77.6,3.03,1,0,0
0.92,0.98,0.98,7.8,87.2,5.62,1,0,1
0.86,1.38,1.43,7.6,76.1,3.88,3,0,1
1.61,1.71,1.71,6.9,80.9,4.07,0,0,0
1.74,2.23,2.28,8.1,84.0,3.63,3,1,1
4.0,3.79,3.67,6.9,95.4,4.13,4,0,0
2.75,2.7,2.7,5.4,85.6,2.76,2,0,0
1.68,1.5,1.53,9.3,84.5,3.75,2,1,1
0.0,0.0,0.02,8.6,78.1,2.83,1,1,1
1.3,0.63,0.62,4.4,74.1,4.27,5,1,1
1.86,1.98,1.98,5.8,85.1,4.63,3,0,1
1.25,0.83,0.75,5.9,77.5,2.0,1,1,1
2.6,2.28,2.36,9.0,87.6,5.78,1,0,0
3.9,4.0,4.0,4.2,87.7,6.1,2,1,0
3.2,3.28,3.24,2.6,88.3,4.51,2,0,0
3.85,4.0,3.9,4.5,87.2,6.58,1,0,0
1.25,1.39,1.44,5.3,83.8,5.48,2,1,1
3.0,3.1,3.06,2.6,89.9,2.64,3,1,0
0.42,0.55,0.62,6.8,70.3,4.18,2,1,1
0.56,0.75,0.75,4.6,84.6,5.15,7,0,1
0.84,0.53,0.56,6.9,71.3,4.02,1,0,1
1.84,2.88,2.95,4.9,86.8,3.2,1,1,0
0.91,1.14,1.1,4.2,82.7,4.58,3,0,1
1.59,1.12,1.07,5.6,94.5,1.23,0,1,0
1.54,1.51,1.51,6.9,68.5,2.09,0,0,1
2.07,2.44,2.44,7.4,83.7,4.94,1,1,0
2.69,3.03,2.97,4.7,97.1,4.78,2,1,0
2.5,2.64,2.68,7.9,75.7,5.75,3,0,0
3.11,2.72,2.7,4.2,82.8,3.71,1,0,0
1.29,1.46,1.56,7.6,81.8,2.38,2,0,1
1.95,1.77,1.77,6.3,90.8,3.28,1,0,1
0.94,1.24,1.23,4.9,69.4,1.46,3,0,1
0.29,0.66,0.66,4.4,72.3,2.03,1,0,0
1.94,1.88,1.79,4.9,88.1,5.18,2,1,0
0.5,0.45,0.44,5.7,72.3,1.7,1,0,1
1.51,1.47,1.45,8.7,77.1,6.38,0,1,1
4.0,3.54,3.53,5.4,87.9,4.5,2,0,0
4.0,3.82,3.82,3.5,91.3,5.24,3,0,1
2.6,2.38,2.36,6.2,80.4,2.28,2,1,0
2.08,2.98,3.05,5.0,71.5,4.0,4,1,1
4.0,4.0,3.94,5.1,83.0,5.39,1,1,0
3.51,3.6,3.6,4.8,97.5,3.13,0,0,0
3.47,2.72,2.68,4.7,74.5,3.74,3,0,0
1.04,0.79,0.79,3.8,77.4,2.87,2,0,0
1.67,1.36,1.35,3.5,84.5,1.56,2,0,1
0.96,0.9,0.9,5.5,86.1,3.36,2,1,0
3.01,2.76,2.7,4.3,89.1,5.17,3,1,0
2.44,2.81,2.85,6.1,82.7,3.4,2,1,0
1.61,1.5,1.49,4.6,78.4,3.28,2,0,1
3.36,3.58,3.5,5.3,91.0,5.93,2,0,0
3.16,2.96,2.96,4.3,85.0,1.69,0,0,0
2.17,2.22,2.22,3.9,87.9,4.37,0,1,0
0.48,0.37,0.37,5.9,100.0,3.28,2,1,1
0.94,0.84,0.84,6.9,83.0,3.44,2,0,1
0.98,1.08,1.05,6.4,90.8,6.55,5,1,1
2.88,3.13,3.13,4.9,86.3,4.13,2,1,1
1.2,1.21,1.19,6.9,78.7,3.52,2,0,1
2.44,2.7,2.69,9.6,94.8,4.45,2,0,0
2.68,3.03,2.95,4.5,76.5,4.68,5,1,0
2.01,2.23,2.29,7.3,73.7,3.78,1,0,0
0.42,0.0,0.0,10.0,80.5,2.32,2,1,1
0.0,0.12,0.13,6.1,62.6,4.18,1,0,1
0.64,0.86,0.89,6.1,85.8,3.4,3,1,1
0.64,0.63,0.62,4.3,64.8,4.92,2,0,0
3.43,3.48,3.55,3.2,94.6,3.99,0,0,0
0.36,0.92,0.9,6.6,76.9,3.06,4,0,1
2.24,1.87,1.87,5.1,84.0,4.19,2,0,0
2.14,2.56,2.56,4.0,76.3,3.73,3,0,1
1.82,1.81,1.8,5.8,86.6,3.47,3,0,1
2.7,3.01,3.04,4.1,96.3,2.89,0,1,0
2.45,2.3,2.27,6.6,69.1,4.79,4,0,1
0.86,1.12,1.12,5.6,81.0,4.46,0,1,1
3.18,3.58,3.55,4.5,70.4,4.96,1,0,0
4.0,3.63,3.59,3.5,81.9,5.0,1,0,0
4.0,3.56,3.58,2.1,76.7,4.81,1,0,0
1.12,1.27,1.31,7.3,73.1,6.28,4,1,1
2.54,2.41,2.37,4.3,82.6,4.85,3,1,1
2.85,2.87,2.82,5.0,93.1,5.72,0,0,0
3.08,2.72,2.72,4.7,82.5,5.56,0,0,0
2.75,2.68,2.72,7.3,88.1,3.74,3,1,1
0.0,0.01,0.0,6.4,78.4,2.96,1,0,1
1.04,0.93,0.95,6.5,74.8,4.77,1,1,1
0.0,0.55,0.52,9.1,83.4,6.41,3,0,1
0.6,0.31,0.31,6.9,76.5,5.14,2,0,1
3.63,3.52,3.56,4.1,87.6,1.99,2,1,0
2.69,2.79,2.72,4.6,81.8,5.82,1,1,0
2.15,2.2,2.18,7.3,79.8,3.69,4,1,1
2.88,3.1,3.07,7.0,82.6,2.33,0,0,0
2.03,2.0,1.97,9.3,88.8,3.64,1,0,1
3.21,2.73,2.81,4.5,89.6,3.38,3,1,1
1.48,1.45,1.44,6.6,78.8,5.61,1,1,0
2.79,2.78,2.78,3.2,79.0,3.43,1,1,0
2.59,2.69,2.77,7.4,81.5,5.89,2,1,0
0.76,0.45,0.5,7.5,70.2,3.82,3,1,1
1.27,1.4,1.38,5.9,81.1,2.63,1,1,1
1.35,1.36,1.37,6.6,100.0,3.27,3,0,0
0.0,0.07,0.13,4.4,84.9,4.05,1,0,1
1.39,1.73,1.72,7.1,84.0,5.43,1,0,1
3.97,3.75,3.75,3.0,69.9,4.67,1,0,0
1.33,1.15,1.11,3.7,80.6,3.1,0,0,0
0.36,0.09,0.06,9.1,82.4,4.07,4,1,1
3.72,4.0,4.0,4.2,86.1,5.83,1,0,0
3.07,3.26,3.29,5.0,97.8,2.63,0,0,0
1.85,2.09,2.08,6.6,84.7,2.81,3,0,1
0.42,1.04,1.14,6.3,81.4,3.62,1,0,1
1.05,1.1,1.04,9.0,92.4,3.87,2,1,1
0.41,0.85,0.77,7.5,85.2,5.65,3,1,1
3.18,3.79,3.81,2.8,90.8,1.59,5,0,0
2.46,2.43,2.4,5.9,68.7,4.48,2,0,1
3.78,4.0,3.99,6.2,74.7,3.95,1,1,0
1.58,1.56,1.62,8.0,93.6,6.0,0,0,0
1.43,1.39,1.39,5.0,72.3,3.29,2,1,1
3.2,2.96,2.94,6.0,85.6,3.81,1,1,0
2.71,2.26,2.26,6.8,91.8,0.95,2,0,1
1.84,2.12,2.16,6.8,85.8,7.02,4,0,0
3.9,3.8,3.81,4.7,91.5,3.17,0,0,0
2.1,2.03,2.02,7.7,90.7,1.76,5,0,1
3.39,3.13,3.07,3.4,80.7,5.91,0,1,0
0.0,0.0,0.0,8.4,76.5,3.73,0,1,1
0.57,0.44,0.49,5.4,73.7,5.75,3,1,0
1.35,1.53,1.52,2.9,71.7,2.84,2,0,1
1.73,1.31,1.33,6.7,80.3,3.89,2,0,1
0.45,0.99,1.05,6.8,74.6,2.7,1,0,1
3.77,3.57,3.57,4.0,77.6,2.11,1,1,0
2.9,2.89,2.91,3.5,80.9,3.72,1,1,0
0.65,1.16,1.21,5.8,88.3,4.18,2,1,1
3.02,2.87,2.81,7.9,98.2,3.17,3,0,0
2.84,2.22,2.22,5.0,79.4,1.99,1,1,0
3.43,4.0,4.0,1.0,83.4,4.35,1,0,0
1.64,1.96,1.96,6.3,84.5,1.77,3,1,1
1.78,1.84,1.78,9.4,80.0,4.85,3,0,1
0.41,0.4,0.4,7.9,93.3,3.04,2,1,1
2.32,2.0,2.1,8.7,85.7,4.77,0,0,0
2.77,2.68,2.8,8.1,86.9,3.94,3,1,0
0.44,0.76,0.78,7.3,79.4,3.41,2,0,1
3.73,3.31,3.44,3.6,88.7,2.77,4,0,1
1.64,1.67,1.64,5.8,77.6,2.33,1,0,0
1.24,1.25,1.31,6.5,75.7,3.27,2,0,0
1.57,1.53,1.44,5.8,71.9,4.68,2,1,1
4.0,4.0,3.99,3.3,76.3,3.46,3,0,0
3.53,3.67,3.64,3.0,78.6,2.05,2,1,0
0.93,0.82,0.9,5.8,75.6,3.89,4,0,1
0.53,0.44,0.5,5.9,78.2,3.54,1,0,1
1.52,1.96,1.96,6.7,75.2,6.98,2,1,1
2.03,1.69,1.69,3.9,80.5,4.82,1,0,0
3.35,3.27,3.24,5.0,76.7,3.06,1,0,0
2.3,2.63,2.67,8.0,97.3,3.51,3,0,1
1.16,0.8,0.75,5.2,69.4,3.42,1,0,0
0.68,0.93,0.93,6.7,74.5,1.35,0,1,1
2.9,3.04,3.0,7.1,99.5,4.6,4,0,1
1.93,1.79,1.79,6.2,84.5,2.64,1,1,0
2.55,2.06,2.06,3.8,88.2,4.7,2,0,0
0.0,0.62,0.6,5.5,87.8,3.67,3,0,1
0.0,0.22,0.18,7.5,79.6,3.52,2,1,0
3.27,3.46,3.52,6.2,92.1,4.1,1,1,0
2.22,2.42,2.45,4.2,81.8,5.22,4,0,0
1.65,1.92,1.93,6.9,98.4,3.85,1,0,1
0.0,0.69,0.67,7.9,66.3,3.55,3,1,1
4.0,3.78,3.78,6.1,100.0,7.19,1,0,0
3.81,4.0,3.99,5.9,81.5,6.66,1,1,0
2.88,3.07,3.07,2.8,68.7,5.92,0,0,0
3.33,3.43,3.43,3.8,85.5,4.29,5,1,0
2.74,2.61,2.62,6.8,78.8,6.76,2,0,0
0.44,0.37,0.37,6.3,64.6,4.54,3,1,1
2.04,2.36,2.36,4.6,74.9,4.41,1,0,1
2.03,2.73,2.79,3.8,78.9,4.45,1,0,1
0.94,0.93,0.93,6.8,80.3,3.91,1,0,1
1.13,1.11,1.21,5.1,73.6,4.59,2,0,1
1.87,1.89,1.84,6.7,74.9,1.99,1,1,1
1.6,1.56,1.58,6.9,79.4,3.36,2,1,1
2.38,2.53,2.46,5.9,84.0,3.53,1,0,0
1.09,0.87,0.9,5.9,71.1,4.73,4,1,1
1.79,1.54,1.51,7.7,100.0,1.19,2,0,0
3.46,3.74,3.74,5.0,84.5,4.66,3,1,0
3.9,3.91,3.91,7.1,81.5,5.93,2,0,1
0.15,0.38,0.41,6.5,94.9,2.1,1,1,1
1.34,0.94,0.99,7.8,78.8,3.54,3,0,1
3.15,2.72,2.79,3.1,73.6,4.83,1,0,0
0.92,1.45,1.42,6.8,88.0,4.62,2,1,1
2.75,2.87,2.83,4.0,75.6,5.02,5,1,0
1.78,1.99,1.98,4.5,90.6,1.52,1,0,1
3.28,3.48,3.52,1.9,75.1,3.53,0,0,0
4.0,3.6,3.6,5.0,84.3,4.55,2,0,0
3.0,2.79,2.79,3.4,83.5,4.07,0,0,0
1.23,0.75,0.88,7.5,87.9,1.41,0,0,1
0.0,0.46,0.44,10.0,82.8,2.51,2,0,0
1.27,1.2,1.12,8.6,73.4,3.91,2,0,1
0.62,0.76,0.75,5.9,78.8,3.95,3,0,1
0.82,1.01,1.03,3.9,73.4,3.51,5,0,1
2.65,1.95,1.95,5.3,85.0,5.19,2,0,0
2.62,2.56,2.56,6.9,67.7,5.32,2,1,1
3.25,3.18,3.18,8.8,99.2,4.14,5,0,0
2.22,2.5,2.5,5.5,78.2,2.46,3,1,1
3.84,3.68,3.64,5.3,76.2,6.03,1,0,0
0.85,0.77,0.75,8.3,77.8,5.3,3,0,1
2.32,2.69,2.76,6.3,85.4,5.61,2,0,1
0.47,0.55,0.52,5.9,83.8,3.54,1,0,1
3.35,2.89,2.88,5.6,70.7,2.55,3,0,0
1.47,1.22,1.29,8.2,62.2,5.33,1,0,1
2.86,3.13,3.14,5.7,77.5,4.55,1,0,0
3.2,3.14,3.14,5.0,81.1,3.9,2,0,0
0.96,0.76,0.72,5.8,74.4,3.13,4,0,1
3.0,3.25,3.22,7.3,80.5,2.94,2,1,0
1.47,1.59,1.63,6.6,71.0,4.56,1,1,1
2.15,1.91,1.93,5.2,64.4,5.14,1,1,0
1.5,1.35,1.4,6.6,73.0,4.32,1,1,1
2.0,2.07,2.04,6.1,80.4,5.39,7,1,1
2.38,2.45,2.46,5.0,82.4,2.41,0,1,0
0.97,0.7,0.7,6.2,83.6,5.06,1,0,1
1.83,2.14,2.17,5.3,77.5,4.09,2,1,0
0.0,0.44,0.44,8.6,69.6,4.59,2,1,1
3.45,2.99,2.89,7.0,79.4,3.83,1,1,0
1.75,1.44,1.44,7.4,75.4,3.67,2,1,1
3.38,3.6,3.6,4.7,79.4,5.15,2,1,1
2.65,2.56,2.51,3.7,72.0,3.24,0,1,0
1.72,1.84,1.76,7.9,70.6,3.59,2,1,0
2.31,2.36,2.29,5.1,80.8,3.75,1,0,0
2.11,1.91,1.92,3.6,89.2,2.3,5,1,0
1.39,1.45,1.36,8.8,94.3,5.16,2,0,1
2.04,2.02,2.02,7.9,74.1,3.67,4,1,1
0.44,0.46,0.46,6.4,80.3,3.52,3,1,1
2.7,2.98,2.98,7.4,80.7,5.46,1,1,0
3.18,3.21,3.22,4.8,78.8,2.74,0,1,0
2.35,1.79,1.79,6.0,84.8,3.81,3,1,1
1.33,1.64,1.68,6.1,81.4,3.78,2,0,1
0.71,0.62,0.79,10.0,86.4,4.28,2,0,1
1.89,2.29,2.37,8.0,95.2,4.02,5,0,0
1.46,1.11,1.11,4.8,75.1,4.06,0,0,1
1.26,1.24,1.24,4.8,76.1,3.47,2,0,0
2.41,2.51,2.53,3.7,81.0,3.38,3,0,0
2.86,3.25,3.36,7.2,92.2,4.37,3,0,0
1.42,1.44,1.34,6.0,67.5,2.64,2,0,1
0.97,0.8,0.77,6.1,79.1,3.62,2,0,1
0.43,0.11,0.13,8.3,70.4,3.3,2,0,1
3.94,3.81,3.83,6.0,75.7,4.35,2,0,0
0.5,0.26,0.32,8.3,67.1,4.91,1,1,1
1.9,2.11,2.19,4.3,82.1,4.72,1,0,0
1.75,2.13,2.15,5.5,92.4,6.32,2,0,0
2.23,3.05,3.08,4.9,76.2,2.7,1,0,0
1.98,2.13,2.06,6.7,77.6,5.1,3,0,1
2.53,2.89,2.92,6.9,78.8,2.25,1,0,0
1.26,1.24,1.32,8.5,77.9,4.76,1,0,1
0.0,0.0,0.02,9.9,69.6,4.53,2,0,1
1.94,1.59,1.59,5.2,61.7,4.04,2,0,1
2.97,2.96,2.98,5.5,74.1,2.0,2,1,1
0.65,0.62,0.71,6.8,76.3,6.18,2,0,1
1.74,1.42,1.42,4.4,83.3,4.59,0,0,0
2.13,1.83,1.85,5.1,88.6,3.85,2,1,0
2.82,2.94,2.92,5.7,95.5,3.95,2,0,0
3.33,3.18,3.18,8.3,95.4,1.55,3,0,0
1.77,1.79,1.83,5.2,73.3,3.2,2,1,1
1.73,1.76,1.76,4.9,80.8,3.46,1,0,0
0.49,0.48,0.45,9.1,68.8,5.24,0,0,1
0.0,0.31,0.28,7.7,83.6,1.43,1,1,1
3.75,4.0,4.0,1.9,64.6,5.83,3,0,0
2.99,2.73,2.73,4.6,72.6,3.31,3,0,1
4.0,4.0,4.0,6.2,99.7,5.71,2,0,0
2.95,2.65,2.65,5.6,90.8,5.1,1,0,0
0.7,0.39,0.33,8.2,66.9,5.91,3,0,1
2.37,2.25,2.25,5.7,81.8,4.54,0,0,0
2.99,3.31,3.35,3.5,89.0,6.13,4,1,0
1.74,1.29,1.21,7.3,77.9,2.94,1,0,0
0.25,0.42,0.46,6.5,77.3,3.13,3,0,1
0.28,0.0,0.12,6.3,82.2,4.53,2,0,1
2.14,1.96,1.92,7.4,82.7,3.83,2,0,1
3.45,3.34,3.39,4.3,77.2,4.23,1,1,0
2.9,2.85,2.9,7.0,100.0,3.42,1,0,0
4.0,3.77,3.82,2.0,83.1,3.3,1,0,0
1.12,0.85,0.83,5.3,81.8,2.34,5,1,1
1.43,1.85,1.77,6.4,77.9,5.4,3,1,1
3.48,3.64,3.68,1.4,75.9,6.42,1,1,0
1.05,0.83,0.8,7.8,71.0,6.07,3,0,1
3.4,4.0,4.0,3.3,77.3,5.91,2,0,0
0.18,0.03,0.0,6.0,91.3,3.13,0,1,1
2.79,3.01,3.01,7.2,88.6,2.9,0,0,0
4.0,4.0,4.0,6.1,85.1,5.8,5,0,0
3.14,3.42,3.42,1.7,81.0,6.86,1,1,0
3.3,3.19,3.29,2.9,82.7,2.56,6,0,0
0.75,0.72,0.74,6.1,72.4,4.18,1,0,1
0.82,0.94,0.92,7.0,83.1,4.05,1,0,0
3.44,2.89,2.93,6.1,72.6,4.66,2,0,0
2.37,2.75,2.68,4.7,86.5,4.02,2,0,0
2.82,3.04,2.97,6.8,79.1,1.62,1,0,1
3.45,3.74,3.7,9.7,87.7,3.76,2,0,0
3.39,3.06,3.09,7.4,79.0,3.07,1,1,1
2.85,3.14,3.07,4.0,80.5,2.53,1,1,1
3.03,3.15,3.12,7.1,95.3,2.93,0,1,0
2.14,2.3,2.25,7.2,82.9,2.53,0,1,0
0.84,0.53,0.46,4.4,100.0,3.01,2,0,0
2.84,2.81,2.86,3.8,79.1,5.13,3,1,0
3.28,3.82,3.81,2.6,91.4,4.13,1,0,0
0.65,0.53,0.51,6.1,72.5,3.76,0,0,0
1.21,1.66,1.71,2.7,84.0,2.68,4,0,0
2.75,2.13,2.11,6.8,86.7,4.77,2,0,0
1.73,1.77,1.81,5.2,68.1,2.79,4,1,1
0.51,0.81,0.76,6.0,78.9,1.87,1,0,1
1.18,1.12,1.17,4.4,91.5,3.11,0,0,1
3.49,3.69,3.73,4.3,83.9,3.65,1,1,0
2.61,2.35,2.32,7.0,78.2,3.97,0,0,0
4.0,3.33,3.31,4.0,76.4,2.65,2,0,0
1.47,1.45,1.48,9.7,89.4,3.64,1,0,0
0.09,0.01,0.02,7.9,88.3,2.7,0,0,1
2.34,1.84,1.79,6.3,87.8,4.41,4,0,0
2.84,2.67,2.64,7.4,70.4,2.7,1,0,1
2.8,2.88,2.88,4.3,72.1,3.24,2,0,0
3.7,3.85,3.85,7.4,98.1,3.08,3,1,0
2.72,2.85,2.84,3.0,76.0,5.75,0,1,0
1.46,1.73,1.75,5.9,77.9,4.34,1,0,1
1.49,1.16,1.25,6.8,75.4,4.37,0,0,0
0.66,0.59,0.59,7.9,79.2,2.24,3,0,1
3.19,3.07,3.13,3.6,85.3,3.91,3,0,0
2.75,3.06,3.06,3.7,80.4,3.67,1,0,0
3.17,3.32,3.31,5.8,79.6,2.2,2,0,0
3.74,4.0,4.0,4.7,61.6,3.92,3,0,0
3.07,3.66,3.77,4.0,80.1,6.07,1,0,1
1.72,1.62,1.62,3.9,71.8,3.54,3,1,1
2.86,3.01,3.04,4.3,82.4,3.47,1,0,0
1.96,1.82,1.82,5.7,85.3,2.69,7,1,1
2.76,2.35,2.3,5.0,73.8,4.31,1,0,0
2.52,2.38,2.4,3.8,78.6,2.91,1,1,0
1.21,1.29,1.32,5.2,67.9,3.57,0,1,1
2.09,2.34,2.34,6.1,89.7,4.95,0,0,0
1.37,1.48,1.45,8.9,85.5,4.62,3,1,1
3.64,3.77,3.77,6.7,91.0,4.13,5,0,0
1.42,1.85,1.86,7.3,71.0,5.93,3,1,1
1.29,1.18,1.16,9.8,94.4,4.32,3,0,1
1.88,1.81,1.87,6.3,82.6,3.43,7,0,0
2.22,2.22,2.27,6.9,72.8,5.23,3,0,0
3.44,3.1,3.13,5.8,96.6,5.0,3,0,0
1.64,2.35,2.39,6.8,69.7,3.27,3,0,0
2.79,3.37,3.42,4.3,88.0,2.98,4,1,1
0.89,0.42,0.42,6.2,75.1,2.17,1,1,0
1.61,1.65,1.63,7.8,72.8,5.89,1,0,0
0.39,0.42,0.41,7.6,93.3,3.33,2,1,1
1.8,1.78,1.77,8.1,95.5,4.04,3,0,1
3.26,2.98,2.89,1.7,90.2,3.59,1,0,0
2.51,2.34,2.34,5.5,93.3,6.71,1,0,1
3.17,3.04,3.0,5.3,74.8,4.77,2,1,0
0.77,0.43,0.43,4.8,86.8,2.63,0,1,0
1.71,1.63,1.63,5.6,65.0,4.48,1,0,1
1.38,1.58,1.58,6.3,71.2,3.14,0,1,0
1.07,0.95,1.01,7.6,85.1,2.23,5,0,1
2.34,2.25,2.18,4.8,88.8,3.72,2,0,0
1.66,1.89,1.88,6.7,65.1,1.91,6,1,1
4.0,4.0,4.0,5.8,80.0,5.73,2,0,0
0.74,0.57,0.57,7.2,62.9,3.06,3,1,1
2.47,2.81,2.84,3.2,87.2,4.84,2,1,0
2.88,3.3,3.27,6.5,94.1,5.61,0,0,0
3.3,3.63,3.69,4.4,84.6,5.58,0,1,0
0.76,0.56,0.56,7.7,83.7,3.17,2,0,1
0.49,0.38,0.35,8.0,84.7,4.55,5,0,1
1.82,1.69,1.67,6.0,74.9,2.84,3,1,1
2.67,2.67,2.7,4.4,88.0,5.9,3,0,0
1.89,1.66,1.66,6.3,76.4,5.39,1,0,0
1.67,1.48,1.48,5.9,76.0,4.89,3,0,0
2.02,1.54,1.45,5.1,72.0,3.94,2,1,0
1.4,1.65,1.61,10.0,74.0,3.73,1,1,1
2.65,2.14,2.12,6.0,90.6,2.46,1,1,0
1.12,0.66,0.66,7.7,78.2,4.84,4,0,1
2.62,2.9,2.91,7.1,84.1,6.32,2,0,1
3.06,3.04,3.04,4.5,72.8,4.59,2,1,0
4.0,4.0,3.98,6.2,84.5,5.6,1,1,1
0.25,0.48,0.49,6.9,82.2,3.97,0,0,1
0.25,0.14,0.12,8.9,68.3,3.37,0,0,1
2.25,2.57,2.53,5.1,80.6,5.06,1,0,0
2.46,2.02,2.12,6.4,60.2,2.23,0,0,0
1.67,1.47,1.53,4.9,90.0,3.38,3,0,1
0.66,1.05,1.02,7.0,87.3,3.24,1,1,1
1.1,1.31,1.31,7.5,75.7,3.07,1,1,1
2.22,1.88,1.98,6.6,80.7,3.08,0,0,1
2.16,2.46,2.46,7.1,86.6,3.84,1,0,0
2.3,1.73,1.75,6.0,88.8,4.68,1,0,0
2.27,2.12,2.03,5.5,73.8,7.32,4,1,1
2.36,2.75,2.71,6.9,63.4,3.19,4,1,1
4.0,4.0,3.96,4.8,87.4,3.41,2,1,0
2.07,1.78,1.66,5.9,76.9,6.42,0,0,1
1.46,1.86,1.79,3.8,84.6,5.78,1,1,1
1.93,2.25,2.34,6.1,71.6,3.25,2,0,1
2.56,2.81,2.8,7.0,77.8,2.59,3,0,0
1.52,1.74,1.74,4.9,60.8,3.79,2,0,1
1.02,0.87,0.87,5.5,73.4,4.3,1,0,0
3.7,3.73,3.76,6.0,74.2,3.94,0,0,0
0.23,0.19,0.23,6.5,79.7,1.59,2,1,1
2.62,2.47,2.51,5.3,87.7,4.53,2,1,0
